cie10_clase;clase;cie10_enfermedad;nombre_enfermedad
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y155;ENVENENAMIENTO POR, Y EXPOSICION AL ALCOHOL, DE INTENCION NO DETERMINADA, COMERCIO Y AREA DE SERVICIOS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y156;ENVENENAMIENTO POR, Y EXPOSICION AL ALCOHOL, DE INTENCION NO DETERMINADA, AREA INDUSTRIAL Y DE LA CONSTRUCCION
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y157;ENVENENAMIENTO POR, Y EXPOSICION AL ALCOHOL, DE INTENCION NO DETERMINADA, GRANJA
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y158;ENVENENAMIENTO POR, Y EXPOSICION AL ALCOHOL, DE INTENCION NO DETERMINADA, OTRO LUGAR ESPECIFICADO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y159;ENVENENAMIENTO POR, Y EXPOSICION AL ALCOHOL, DE INTENCION NO DETERMINADA, LUGAR NO ESPECIFICADO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y160;ENVENENAMIENTO POR, Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, DE INTENCION NO DETERMINADA, VIVIENDA
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y161;ENVENENAMIENTO POR, Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, DE INTENCION NO DETERMINADA, INSTITUCION RESIDENCIAL
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y162;ENVENENAMIENTO POR, Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, DE INTENCION NO DETERMINADA, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y163;ENVENENAMIENTO POR, Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, DE INTENCION NO DETERMINADA, AREAS DE DEPORTE Y ATLETISMO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y164;ENVENENAMIENTO POR, Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, DE INTENCION NO DETERMINADA, CALLES Y CARRETERAS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y165;ENVENENAMIENTO POR, Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, DE INTENCION NO DETERMINADA, COMERCIO Y AREA DE SERVICIOS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y166;ENVENENAMIENTO POR, Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, DE INTENCION NO DETERMINADA, AREA INDUSTRIAL Y DE LA CONSTRUCCION
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y167;ENVENENAMIENTO POR, Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, DE INTENCION NO DETERMINADA, GRANJA
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y168;ENVENENAMIENTO POR, Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, DE INTENCION NO DETERMINADA, OTRO LUGAR ESPECIFICADO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y169;ENVENENAMIENTO POR, Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, DE INTENCION NO DETERMINADA, LUGAR NO ESPECIFICADO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y170;ENVENENAMIENTO POR, Y EXPOSICION A OTROS GASES Y VAPORES, DE INTENCION NO DETERMINADA, VIVIENDA
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y171;ENVENENAMIENTO POR, Y EXPOSICION A OTROS GASES Y VAPORES, DE INTENCION NO DETERMINADA, INSTITUCION RESIDENCIAL
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y172;ENVENENAMIENTO POR, Y EXPOSICION A OTROS GASES Y VAPORES, DE INTENCION NO DETERMINADA, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y173;ENVENENAMIENTO POR, Y EXPOSICION A OTROS GASES Y VAPORES, DE INTENCION NO DETERMINADA, AREAS DE DEPORTE Y ATLETISMO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y174;ENVENENAMIENTO POR, Y EXPOSICION A OTROS GASES Y VAPORES, DE INTENCION NO DETERMINADA, CALLES Y CARRETERAS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y175;ENVENENAMIENTO POR, Y EXPOSICION A OTROS GASES Y VAPORES, DE INTENCION NO DETERMINADA, COMERCIO Y AREA DE SERVICIOS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y176;ENVENENAMIENTO POR, Y EXPOSICION A OTROS GASES Y VAPORES, DE INTENCION NO DETERMINADA, AREA INDUSTRIAL Y DE LA CONSTRUCCION
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y177;ENVENENAMIENTO POR, Y EXPOSICION A OTROS GASES Y VAPORES, DE INTENCION NO DETERMINADA, GRANJA
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y178;ENVENENAMIENTO POR, Y EXPOSICION A OTROS GASES Y VAPORES, DE INTENCION NO DETERMINADA, OTRO LUGAR ESPECIFICADO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y179;ENVENENAMIENTO POR, Y EXPOSICION A OTROS GASES Y VAPORES, DE INTENCION NO DETERMINADA, LUGAR NO ESPECIFICADO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y180;ENVENENAMIENTO POR, Y EXPOSICION A PLAGUICIDAS, DE INTENCION NO DETERMINADA, VIVIENDA
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y181;ENVENENAMIENTO POR, Y EXPOSICION A PLAGUICIDAS, DE INTENCION NO DETERMINADA, INSTITUCION RESIDENCIAL
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y182;ENVENENAMIENTO POR, Y EXPOSICION A PLAGUICIDAS, DE INTENCION NO DETERMINADA, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y183;ENVENENAMIENTO POR, Y EXPOSICION A PLAGUICIDAS, DE INTENCION NO DETERMINADA, AREAS DE DEPORTE Y ATLETISMO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y184;ENVENENAMIENTO POR, Y EXPOSICION A PLAGUICIDAS, DE INTENCION NO DETERMINADA, CALLES Y CARRETERAS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y185;ENVENENAMIENTO POR, Y EXPOSICION A PLAGUICIDAS, DE INTENCION NO DETERMINADA, COMERCIO Y AREA DE SERVICIOS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y186;ENVENENAMIENTO POR, Y EXPOSICION A PLAGUICIDAS, DE INTENCION NO DETERMINADA, AREA INDUSTRIAL Y DE LA CONSTRUCCION
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y187;ENVENENAMIENTO POR, Y EXPOSICION A PLAGUICIDAS, DE INTENCION NO DETERMINADA, GRANJA
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y188;ENVENENAMIENTO POR, Y EXPOSICION A PLAGUICIDAS, DE INTENCION NO DETERMINADA, OTRO LUGAR ESPECIFICADO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y189;ENVENENAMIENTO POR, Y EXPOSICION A PLAGUICIDAS, DE INTENCION NO DETERMINADA, LUGAR NO ESPECIFICADO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y190;ENVENENAMIENTO POR, Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCION NO DETERMINADA, VIVIENDA
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y191;ENVENENAMIENTO POR, Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCION NO DETERMINADA, INSTITUCION RESIDENCIAL
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y192;ENVENENAMIENTO POR, Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCION NO DETERMINADA, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y193;ENVENENAMIENTO POR, Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCION NO DETERMINADA, AREAS DE DEPORTE Y ATLETISMO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y194;ENVENENAMIENTO POR, Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCION NO DETERMINADA, CALLES Y CARRETERAS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y195;ENVENENAMIENTO POR, Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCION NO DETERMINADA, COMERCIO Y AREA DE SERVICIOS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y196;ENVENENAMIENTO POR, Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCION NO DETERMINADA, AREA INDUSTRIAL Y DE LA CONSTRUCCION
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y197;ENVENENAMIENTO POR, Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCION NO DETERMINADA, GRANJA
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y198;ENVENENAMIENTO POR, Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCION NO DETERMINADA, OTRO LUGAR ESPECIFICADO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y199;ENVENENAMIENTO POR, Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCION NO DETERMINADA, LUGAR NO ESPECIFICADO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y200;AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA, VIVIENDA
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y201;AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA, INSTITUCION RESIDENCIAL
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y202;AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y203;AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA, AREAS DE DEPORTE Y ATLETISMO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y204;AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA, CALLES Y CARRETERAS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y205;AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA, COMERCIO Y AREA DE SERVICIOS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y206;AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA, AREA INDUSTRIAL Y DE LA CONSTRUCCION
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y207;AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA, GRANJA
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y208;AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA, OTRO LUGAR ESPECIFICADO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y209;AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA, LUGAR NO ESPECIFICADO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y210;AHOGAMIENTO Y SUMERSION, DE INTENCION NO DETERMINADA, VIVIENDA
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y211;AHOGAMIENTO Y SUMERSION, DE INTENCION NO DETERMINADA, INSTITUCION RESIDENCIAL
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y212;AHOGAMIENTO Y SUMERSION, DE INTENCION NO DETERMINADA, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y213;AHOGAMIENTO Y SUMERSION, DE INTENCION NO DETERMINADA, AREAS DE DEPORTE Y ATLETISMO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y214;AHOGAMIENTO Y SUMERSION, DE INTENCION NO DETERMINADA, CALLES Y CARRETERAS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y215;AHOGAMIENTO Y SUMERSION, DE INTENCION NO DETERMINADA, COMERCIO Y AREA DE SERVICIOS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y216;AHOGAMIENTO Y SUMERSION, DE INTENCION NO DETERMINADA, AREA INDUSTRIAL Y DE LA CONSTRUCCION
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y217;AHOGAMIENTO Y SUMERSION, DE INTENCION NO DETERMINADA, GRANJA
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y218;AHOGAMIENTO Y SUMERSION, DE INTENCION NO DETERMINADA, OTRO LUGAR ESPECIFICADO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y219;AHOGAMIENTO Y SUMERSION, DE INTENCION NO DETERMINADA, LUGAR NO ESPECIFICADO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y220;DISPARO DE ARMA CORTA, DE INTENCION NO DETERMINADA, VIVIENDA
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y221;DISPARO DE ARMA CORTA, DE INTENCION NO DETERMINADA, INSTITUCION RESIDENCIAL
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y222;DISPARO DE ARMA CORTA, DE INTENCION NO DETERMINADA, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y223;DISPARO DE ARMA CORTA, DE INTENCION NO DETERMINADA, AREAS DE DEPORTE Y ATLETISMO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y224;DISPARO DE ARMA CORTA, DE INTENCION NO DETERMINADA, CALLES Y CARRETERAS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y225;DISPARO DE ARMA CORTA, DE INTENCION NO DETERMINADA, COMERCIO Y AREA DE SERVICIOS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y226;DISPARO DE ARMA CORTA, DE INTENCION NO DETERMINADA, AREA INDUSTRIAL Y DE LA CONSTRUCCION
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y227;DISPARO DE ARMA CORTA, DE INTENCION NO DETERMINADA, GRANJA
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y228;DISPARO DE ARMA CORTA, DE INTENCION NO DETERMINADA, OTRO LUGAR ESPECIFICADO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y229;DISPARO DE ARMA CORTA, DE INTENCION NO DETERMINADA, LUGAR NO ESPECIFICADO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y230;DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA, VIVIENDA
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y231;DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA, INSTITUCION RESIDENCIAL
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y232;DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y233;DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA, AREAS DE DEPORTE Y ATLETISMO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y234;DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA, CALLES Y CARRETERAS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y235;DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA, COMERCIO Y AREA DE SERVICIOS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y236;DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA, AREA INDUSTRIAL Y DE LA CONSTRUCCION
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y237;DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA, GRANJA
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y238;DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA, OTRO LUGAR ESPECIFICADO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y239;DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA, LUGAR NO ESPECIFICADO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y240;DISPARO DE OTRAS ARMAS DE FUEGO Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA, VIVIENDA
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y241;DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA, INSTITUCION RESIDENCIAL
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y242;DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y243;DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA, AREAS DE DEPORTE Y ATLETISMO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y244;DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA, CALLES Y CARRETERAS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y245;DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA, COMERCIO Y AREA DE SERVICIOS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y246;DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA, AREA INDUSTRIAL Y DE LA CONSTRUCCION
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y247;DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA, GRANJA
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y248;DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA, OTRO LUGAR ESPECIFICADO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y249;DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA, LUGAR NO ESPECIFICADO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y250;CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA, VIVIENDA
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y251;CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA, INSTITUCION RESIDENCIAL
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y252;CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y253;CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA, AREAS DE DEPORTE Y ATLETISMO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y254;CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA, CALLES Y CARRETERAS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y255;CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA, COMERCIO Y AREA DE SERVICIOS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y256;CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA, AREA INDUSTRIAL Y DE LA CONSTRUCCION
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y257;CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA, GRANJA
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y258;CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA, OTRO LUGAR ESPECIFICADO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y259;CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA, LUGAR NO ESPECIFICADO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y260;EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA, VIVIENDA
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y261;EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA, INSTITUCION RESIDENCIAL
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y262;EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y263;EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA, AREAS DE DEPORTE Y ATLETISMO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y264;EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA, CALLES Y CARRETERAS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y265;EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA, COMERCIO Y AREA DE SERVICIOS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y266;EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA, AREA INDUSTRIAL Y DE LA CONSTRUCCION
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y267;EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA, GRANJA
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y268;EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA, OTRO LUGAR ESPECIFICADO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y269;EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA, LUGAR NO ESPECIFICADO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y270;CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA, VIVIENDA
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y271;CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA, INSTITUCION RESIDENCIAL
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y272;CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y273;CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA, AREAS DE DEPORTE Y ATLETISMO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y274;CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA, CALLES Y CARRETERAS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y275;CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA, COMERCIO Y AREA DE SERVICIOS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y276;CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA, AREA INDUSTRIAL Y DE LA CONSTRUCCION
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y277;CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA, GRANJA
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y278;CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA, OTRO LUGAR ESPECIFICADO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y279;CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA, LUGAR NO ESPECIFICADO
