cie10_clase;clase;cie10_enfermedad;nombre_enfermedad
X85 - Y09;AGRESIONES;Y008;AGRESION CON OBJETO ROMO O SIN FILO, OTRO LUGAR ESPECIFICADO
X85 - Y09;AGRESIONES;Y009;AGRESION CON OBJETO ROMO O SIN FILO, LUGAR NO ESPECIFICADO
X85 - Y09;AGRESIONES;Y010;AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO, VIVIENDA
X85 - Y09;AGRESIONES;Y011;AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO, INSTITUCION RESIDENCIAL
X85 - Y09;AGRESIONES;Y012;AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
X85 - Y09;AGRESIONES;Y013;AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO, AREAS DE DEPORTE Y ATLETISMO
X85 - Y09;AGRESIONES;Y014;AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO, CALLES Y CARRETERAS
X85 - Y09;AGRESIONES;Y015;AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO, COMERCIO Y AREA DE SERVICIOS
X85 - Y09;AGRESIONES;Y016;AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO, AREA INDUSTRIAL Y DE LA CONSTRUCCION
X85 - Y09;AGRESIONES;Y017;AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO, GRANJA
X85 - Y09;AGRESIONES;Y018;AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO, OTRO LUGAR ESPECIFICADO
X85 - Y09;AGRESIONES;Y019;AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO, LUGAR NO ESPECIFICADO
X85 - Y09;AGRESIONES;Y020;AGRESION POR EMPUJAR O COLOCAR A LA VICTIMA DELANTE DE OBJETO EN MOVIMIENTO, VIVIENDA
X85 - Y09;AGRESIONES;Y021;AGRESION POR EMPUJAR O COLOCAR A LA VICTIMA DELANTE DE OBJETO EN MOVIMIENTO, INSTITUCION RESIDENCIAL
X85 - Y09;AGRESIONES;Y022;AGRESION POR EMPUJAR O COLOCAR A LA VICTIMA DELANTE DE OBJETO EN MOVIMIENTO, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
X85 - Y09;AGRESIONES;Y023;AGRESION POR EMPUJAR O COLOCAR A LA VICTIMA DELANTE DE OBJETO EN MOVIMIENTO, AREAS DE DEPORTE Y ATLETISMO
X85 - Y09;AGRESIONES;Y024;AGRESION POR EMPUJAR O COLOCAR A LA VICTIMA DELANTE DE OBJETO EN MOVIMIENTO, CALLES Y CARRETERAS
X85 - Y09;AGRESIONES;Y025;AGRESION POR EMPUJAR O COLOCAR A LA VICTIMA DELANTE DE OBJETO EN MOVIMIENTO, COMERCIO Y AREA DE SERVICIOS
X85 - Y09;AGRESIONES;Y026;AGRESION POR EMPUJAR O COLOCAR A LA VICTIMA DELANTE DE OBJETO EN MOVIMIENTO, AREA INDUSTRIAL Y DE LA CONSTRUCCION
X85 - Y09;AGRESIONES;Y027;AGRESION POR EMPUJAR O COLOCAR A LA VICTIMA DELANTE DE OBJETO EN MOVIMIENTO, GRANJA
X85 - Y09;AGRESIONES;Y028;AGRESION POR EMPUJAR O COLOCAR A LA VICTIMA DELANTE DE OBJETO EN MOVIMIENTO, OTRO LUGAR ESPECIFICADO
X85 - Y09;AGRESIONES;Y029;AGRESION POR EMPUJAR O COLOCAR A LA VICTIMA DELANTE DE OBJETO EN MOVIMIENTO, LUGAR NO ESPECIFICADO
X85 - Y09;AGRESIONES;Y030;AGRESION POR COLISION DE VEHICULO DE MOTOR, VIVIENDA
X85 - Y09;AGRESIONES;Y031;AGRESION POR COLISION DE VEHICULO DE MOTOR, INSTITUCION RESIDENCIAL
X85 - Y09;AGRESIONES;Y032;AGRESION POR COLISION DE VEHICULO DE MOTOR, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
X85 - Y09;AGRESIONES;Y033;AGRESION POR COLISION DE VEHICULO DE MOTOR, AREAS DE DEPORTE Y ATLETISMO
X85 - Y09;AGRESIONES;Y034;AGRESION POR COLISION DE VEHICULO DE MOTOR, CALLES Y CARRETERAS
X85 - Y09;AGRESIONES;Y035;AGRESION POR COLISION DE VEHICULO DE MOTOR, COMERCIO Y AREA DE SERVICIOS
X85 - Y09;AGRESIONES;Y036;AGRESION POR COLISION DE VEHICULO DE MOTOR, AREA INDUSTRIAL Y DE LA CONSTRUCCION
X85 - Y09;AGRESIONES;Y037;AGRESION POR COLISION DE VEHICULO DE MOTOR, GRANJA
X85 - Y09;AGRESIONES;Y038;AGRESION POR COLISION DE VEHICULO DE MOTOR, OTRO LUGAR ESPECIFICADO
X85 - Y09;AGRESIONES;Y039;AGRESION POR COLISION DE VEHICULO DE MOTOR, LUGAR NO ESPECIFICADO
X85 - Y09;AGRESIONES;Y040;AGRESION CON FUERZA CORPORAL, VIVIENDA
X85 - Y09;AGRESIONES;Y041;AGRESION CON FUERZA CORPORAL, INSTITUCION RESIDENCIAL
X85 - Y09;AGRESIONES;Y042;AGRESION CON FUERZA CORPORAL, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
X85 - Y09;AGRESIONES;Y043;AGRESION CON FUERZA CORPORAL, AREAS DE DEPORTE Y ATLETISMO
X85 - Y09;AGRESIONES;Y044;AGRESION CON FUERZA CORPORAL, CALLES Y CARRETERAS
X85 - Y09;AGRESIONES;Y045;AGRESION CON FUERZA CORPORAL, COMERCIO Y AREA DE SERVICIOS
X85 - Y09;AGRESIONES;Y046;AGRESION CON FUERZA CORPORAL, AREA INDUSTRIAL Y DE LA CONSTRUCCION
X85 - Y09;AGRESIONES;Y047;AGRESION CON FUERZA CORPORAL, GRANJA
X85 - Y09;AGRESIONES;Y048;AGRESION CON FUERZA CORPORAL, OTRO LUGAR ESPECIFICADO
X85 - Y09;AGRESIONES;Y049;AGRESION CON FUERZA CORPORAL, LUGAR NO ESPECIFICADO
X85 - Y09;AGRESIONES;Y050;AGRESION SEXUAL CON FUERZA CORPORAL, VIVIENDA
X85 - Y09;AGRESIONES;Y051;AGRESION SEXUAL CON FUERZA CORPORAL, INSTITUCION RESIDENCIAL
X85 - Y09;AGRESIONES;Y052;AGRESION SEXUAL CON FUERZA CORPORAL, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
X85 - Y09;AGRESIONES;Y053;AGRESION SEXUAL CON FUERZA CORPORAL, AREAS DE DEPORTE Y ATLETISMO
X85 - Y09;AGRESIONES;Y054;AGRESION SEXUAL CON FUERZA CORPORAL, CALLES Y CARRETERAS
X85 - Y09;AGRESIONES;Y055;AGRESION SEXUAL CON FUERZA CORPORAL, COMERCIO Y AREA DE SERVICIOS
X85 - Y09;AGRESIONES;Y056;AGRESION SEXUAL CON FUERZA CORPORAL, AREA INDUSTRIAL Y DE LA CONSTRUCCION
X85 - Y09;AGRESIONES;Y057;AGRESION SEXUAL CON FUERZA CORPORAL, GRANJA
X85 - Y09;AGRESIONES;Y058;AGRESION SEXUAL CON FUERZA CORPORAL, OTRO LUGAR ESPECIFICADO
X85 - Y09;AGRESIONES;Y059;AGRESION SEXUAL CON FUERZA CORPORAL, LUGAR NO ESPECIFICADO
X85 - Y09;AGRESIONES;Y060;NEGLIGENCIA Y ABANDONO POR ESPOSO O PAREJA
X85 - Y09;AGRESIONES;Y061;NEGLIGENCIA Y ABANDONO POR PADRE O MADRE
X85 - Y09;AGRESIONES;Y062;NEGLIGENCIA Y ABANDONO POR CONOCIDO O AMIGO
X85 - Y09;AGRESIONES;Y068;NEGLIGENCIA Y ABANDONO POR OTRA PERSONA ESPECIFICADA
X85 - Y09;AGRESIONES;Y069;NEGLIGENCIA Y ABANDONO POR PERSONA NO ESPECIFICADA
X85 - Y09;AGRESIONES;Y070;OTROS MALTRATOS POR ESPOSO O PAREJA
X85 - Y09;AGRESIONES;Y071;OTROS MALTRATOS POR PADRE O MADRE
X85 - Y09;AGRESIONES;Y072;OTROS MALTRATOS POR CONOCIDO O AMIGO
X85 - Y09;AGRESIONES;Y073;OTROS MALTRATOS POR AUTORIDADES OFICIALES
X85 - Y09;AGRESIONES;Y078;OTROS MALTRATOS POR OTRA PERSONA ESPECIFICADA
X85 - Y09;AGRESIONES;Y079;OTROS MALTRATOS POR PERSONA NO ESPECIFICADA
X85 - Y09;AGRESIONES;Y080;AGRESION POR OTROS MEDIOS ESPECIFICADOS, VIVIENDA
X85 - Y09;AGRESIONES;Y081;AGRESION POR OTROS MEDIOS ESPECIFICADOS, INSTITUCION RESIDENCIAL
X85 - Y09;AGRESIONES;Y082;AGRESION POR OTROS MEDIOS ESPECIFICADOS, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
X85 - Y09;AGRESIONES;Y083;AGRESION POR OTROS MEDIOS ESPECIFICADOS, AREAS DE DEPORTE Y ATLETISMO
X85 - Y09;AGRESIONES;Y084;AGRESION POR OTROS MEDIOS ESPECIFICADOS, CALLES Y CARRETERAS
X85 - Y09;AGRESIONES;Y085;AGRESION POR OTROS MEDIOS ESPECIFICADOS, COMERCIO Y AREA DE SERVICIOS
X85 - Y09;AGRESIONES;Y086;AGRESION POR OTROS MEDIOS ESPECIFICADOS, AREA INDUSTRIAL Y DE LA CONSTRUCCION
X85 - Y09;AGRESIONES;Y087;AGRESION POR OTROS MEDIOS ESPECIFICADOS, GRANJA
X85 - Y09;AGRESIONES;Y088;AGRESION POR OTROS MEDIOS ESPECIFICADOS, OTRO LUGAR ESPECIFICADO
X85 - Y09;AGRESIONES;Y089;AGRESION POR OTROS MEDIOS ESPECIFICADOS, LUGAR NO ESPECIFICADO
X85 - Y09;AGRESIONES;Y090;AGRESION POR MEDIOS NO ESPECIFICADOS, VIVIENDA
X85 - Y09;AGRESIONES;Y091;AGRESION POR MEDIOS NO ESPECIFICADOS, INSTITUCION RESIDENCIAL
X85 - Y09;AGRESIONES;Y092;AGRESION POR MEDIOS NO ESPECIFICADOS, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
X85 - Y09;AGRESIONES;Y093;AGRESION POR MEDIOS NO ESPECIFICADOS, AREAS DE DEPORTE Y ATLETISMO
X85 - Y09;AGRESIONES;Y094;AGRESION POR MEDIOS NO ESPECIFICADOS, CALLES Y CARRETERAS
X85 - Y09;AGRESIONES;Y095;AGRESION POR MEDIOS NO ESPECIFICADOS, COMERCIO Y AREA DE SERVICIOS
X85 - Y09;AGRESIONES;Y096;AGRESION POR MEDIOS NO ESPECIFICADOS, AREA INDUSTRIAL Y DE LA CONSTRUCCION
X85 - Y09;AGRESIONES;Y097;AGRESION POR MEDIOS NO ESPECIFICADOS, GRANJA
X85 - Y09;AGRESIONES;Y098;AGRESION POR MEDIOS NO ESPECIFICADOS, OTRO LUGAR ESPECIFICADO
X85 - Y09;AGRESIONES;Y099;AGRESION POR MEDIOS NO ESPECIFICADOS, LUGAR NO ESPECIFICADO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y100;ENVENENAMIENTO POR, Y EXPOSICION A ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS, DE INTENCION NO DETERMINADA, VIVIENDA
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y101;ENVENENAMIENTO POR, Y EXPOSICION A ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS, DE INTENCION NO DETERMINADA, INSTITUCION RESIDENCIAL
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y102;ENVENENAMIENTO POR, Y EXPOSICION A ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS, DE INTENCION NO DETERMINADA, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y103;ENVENENAMIENTO POR, Y EXPOSICION A ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS, DE INTENCION NO DETERMINADA, AREAS DE DEPORTE Y ATLETISMO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y104;ENVENENAMIENTO POR, Y EXPOSICION A ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS, DE INTENCION NO DETERMINADA, CALLES Y CARRETERAS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y105;ENVENENAMIENTO POR, Y EXPOSICION A ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS, DE INTENCION NO DETERMINADA, COMERCIO Y AREA DE SERVICIOS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y106;ENVENENAMIENTO POR, Y EXPOSICION A ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS, DE INTENCION NO DETERMINADA, AREA INDUSTRIAL Y DE LA CONSTRUCCION
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y107;ENVENENAMIENTO POR, Y EXPOSICION A ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS, DE INTENCION NO DETERMINADA, GRANJA
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y108;ENVENENAMIENTO POR, Y EXPOSICION A ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS, DE INTENCION NO DETERMINADA, OTRO LUGAR ESPECIFICADO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y109;ENVENENAMIENTO POR, Y EXPOSICION A ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS, DE INTENCION NO DETERMINADA, LUGAR NO ESPECIFICADO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y110;ENVENENAMIENTO POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARKINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE, DE INTENCION NO DETERMINADA, VIVIENDA
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y111;ENVENENAMIENTO POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARKINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE, DE INTENCION NO DETERMINADA, INSTITUCION RESIDENCIAL
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y112;ENVENENAMIENTO POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARKINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE, DE INTENCION NO DETERMINADA, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y113;ENVENENAMIENTO POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARKINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE, DE INTENCION NO DETERMINADA, AREAS DE DEPORTE Y ATLETISMO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y114;ENVENENAMIENTO POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARKINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE, DE INTENCION NO DETERMINADA, CALLES Y CARRETERAS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y115;ENVENENAMIENTO POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARKINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE, DE INTENCION NO DETERMINADA, COMERCIO Y AREA DE SERVICIOS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y116;ENVENENAMIENTO POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARKINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE, DE INTENCION NO DETERMINADA, AREA INDUSTRIAL Y DE LA CONSTRUCCION
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y117;ENVENENAMIENTO POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARKINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE, DE INTENCION NO DETERMINADA, GRANJA
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y118;ENVENENAMIENTO POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARKINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE, DE INTENCION NO DETERMINADA, OTRO LUGAR ESPECIFICADO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y119;ENVENENAMIENTO POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARKINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE, DE INTENCION NO DETERMINADA, LUGAR NO ESPECIFICADO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y120;ENVENENAMIENTO POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADOS EN OTRA PARTE, DE INTENCION NO DETERMINADA, VIVIENDA
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y121;ENVENENAMIENTO POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADOS EN OTRA PARTE, DE INTENCION NO DETERMINADA, INSTITUCION RESIDENCIAL
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y122;ENVENENAMIENTO POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADOS EN OTRA PARTE, DE INTENCION NO DETERMINADA, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y123;ENVENENAMIENTO POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADOS EN OTRA PARTE, DE INTENCION NO DETERMINADA, AREAS DE DEPORTE Y ATLETISMO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y124;ENVENENAMIENTO POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADOS EN OTRA PARTE, DE INTENCION NO DETERMINADA, CALLES Y CARRETERAS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y125;ENVENENAMIENTO POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADOS EN OTRA PARTE, DE INTENCION NO DETERMINADA, COMERCIO Y AREA DE SERVICIOS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y126;ENVENENAMIENTO POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADOS EN OTRA PARTE, DE INTENCION NO DETERMINADA, AREA INDUSTRIAL Y DE LA CONSTRUCCION
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y127;ENVENENAMIENTO POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADOS EN OTRA PARTE, DE INTENCION NO DETERMINADA, GRANJA
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y128;ENVENENAMIENTO POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADOS EN OTRA PARTE, DE INTENCION NO DETERMINADA, OTRO LUGAR ESPECIFICADO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y129;ENVENENAMIENTO POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS], NO CLASIFICADOS EN OTRA PARTE, DE INTENCION NO DETERMINADA, LUGAR NO ESPECIFICADO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y130;ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, DE INTENCION NO DETERMINADA, VIVIENDA
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y131;ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, DE INTENCION NO DETERMINADA, INSTITUCION RESIDENCIAL
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y132;ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, DE INTENCION NO DETERMINADA, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y133;ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, DE INTENCION NO DETERMINADA, AREAS DE DEPORTE Y ATLETISMO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y134;ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, DE INTENCION NO DETERMINADA, CALLES Y CARRETERAS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y135;ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, DE INTENCION NO DETERMINADA, COMERCIO Y AREA DE SERVICIOS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y136;ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, DE INTENCION NO DETERMINADA, AREA INDUSTRIAL Y DE LA CONSTRUCCION
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y137;ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, DE INTENCION NO DETERMINADA, GRANJA
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y138;ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, DE INTENCION NO DETERMINADA, OTRO LUGAR ESPECIFICADO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y139;ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, DE INTENCION NO DETERMINADA, LUGAR NO ESPECIFICADO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y140;ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA, VIVIENDA
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y141;ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA, INSTITUCION RESIDENCIAL
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y142;ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y143;ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA, AREAS DE DEPORTE Y ATLETISMO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y144;ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA, CALLES Y CARRETERAS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y145;ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA, COMERCIO Y AREA DE SERVICIOS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y146;ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA, AREA INDUSTRIAL Y DE LA CONSTRUCCION
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y147;ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA, GRANJA
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y148;ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA, OTRO LUGAR ESPECIFICADO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y149;ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA, LUGAR NO ESPECIFICADO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y150;ENVENENAMIENTO POR, Y EXPOSICION AL ALCOHOL, DE INTENCION NO DETERMINADA, VIVIENDA
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y151;ENVENENAMIENTO POR, Y EXPOSICION AL ALCOHOL, DE INTENCION NO DETERMINADA, INSTITUCION RESIDENCIAL
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y152;ENVENENAMIENTO POR, Y EXPOSICION AL ALCOHOL, DE INTENCION NO DETERMINADA, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y153;ENVENENAMIENTO POR, Y EXPOSICION AL ALCOHOL, DE INTENCION NO DETERMINADA, AREAS DE DEPORTE Y ATLETISMO
Y10 - Y34;EVENTOS DE INTENCION NO DETERMINADA;Y154;ENVENENAMIENTO POR, Y EXPOSICION AL ALCOHOL, DE INTENCION NO DETERMINADA, CALLES Y CARRETERAS
